env,tau,method,d4rl_score_mean,d4rl_seed_gap,critic_displacement_mean,final_displacement_mean,decoupling_displacement_ratio_mean,canonical_q1_gain_total_mean,own_q1_gain_total_mean,own_secant_q_final_mean,own_prox_residual_final_mean,own_saturation_final_mean,twin_gap_final_mean,path_length_mean,chord_length_mean,path_tortuosity_mean,td_residual_mean,td_target_abs_p99_mean,max_critic_loss_mean
halfcheetah-expert-v2,0.05,expl2,91.8061854827165,1.7247999133993943,0.025274319327680317,0.026196654898495098,1.018088698387146,,0.47516345977783203,-10.486098289489746,0.9574126899242401,0.00341796875,2.1123249530792236,0.43368131840452406,0.34993713893436507,1.310192584991455,271.88166286143314,936.7518615722656,136.02471160888672
halfcheetah-expert-v2,0.1,expl2,91.38851806136347,2.5706075667958856,0.025414628591059696,0.0262406459975999,1.0161239504814148,,0.5517467856407166,-11.14866590499878,0.9281731247901917,0.005065917968749999,2.1563819646835327,0.4371217576235722,0.35094646478728464,1.3145233392715454,228.60461960767134,941.4700988769532,157.50376892089844
halfcheetah-expert-v2,0.2,expl2,92.27883244518499,1.0402934739074965,0.025243871323368694,0.02623843764600231,1.0195088386535645,,0.6931056082248688,-11.03475284576416,0.8699805736541748,0.009114583333333332,2.1730892658233643,0.432948768569986,0.3502340391387406,1.305642545223236,240.685112953543,957.9502655029298,120.63732147216797
halfcheetah-expert-v2,0.4,expl2,93.01646774994404,1.7385137753589532,0.025356576403638087,0.026361096088958647,1.0196315050125122,,0.9097743034362793,-12.210034847259521,0.7928360104560852,0.02132161458333333,1.9774107933044434,0.4343737770595908,0.3521019910713221,1.2996265292167664,208.846734492392,969.6697021484375,119.69631576538086
halfcheetah-expert-v2,0.7,expl2,93.83110754167039,2.8224454961234073,0.025408222382383272,0.026740042377522144,1.0258737802505493,,1.0120353698730469,-10.598456859588623,0.7367088496685028,0.04591878255208333,1.87645423412323,0.4394388634882489,0.35416480481944745,1.317039132118225,218.77819635094784,997.5930938720703,96.67599487304688
halfcheetah-expert-v2,1.5,expl2,96.29070231518618,0.8108852458711908,0.025638391286268103,0.027387412226564933,1.0335394740104675,,1.3727494478225708,-9.42201852798462,0.6542952954769135,0.08310953776041666,1.766484022140503,0.44536958926255465,0.36015913707524305,1.3050024509429932,166.73466983700337,1028.720004272461,67.31941413879395
halfcheetah-expert-v2,2.5,expl2,94.24337533567295,0.33421822053671235,0.026127901081355986,0.028330582733634202,1.0412966012954712,,1.5454093217849731,-10.073418140411377,0.6234716773033142,0.10988362630208334,1.6374648809432983,0.4558679595411377,0.3681139443738175,1.3024998307228088,126.22179979075463,1053.3032653808596,56.372798919677734
halfcheetah-expert-v2,4.0,expl2,76.2940315141847,17.96154790530494,0.027327343223669587,0.03116319217514274,1.0679106712341309,,1.9672169089317322,-10.048417091369629,0.6083301901817322,0.13417561848958334,1.7570573687553406,0.47989602366760664,0.3892466363213316,1.2926704287528992,97.69141876434287,1079.6783111572267,65.17679595947266
halfcheetah-expert-v2,7.0,expl2,38.581464861755386,16.299998740325808,0.03198272281496273,0.0400164215278771,1.1177183985710144,,2.9961397647857666,-10.834589004516602,0.6367295384407043,0.16153971354166666,1.9297186136245728,0.542014425212983,0.4459877659187441,1.2758479118347168,68.85352546555805,1140.299331665039,62.10173416137695
halfcheetah-expert-v2,10.0,expl2,18.179635803039833,16.35017854333021,0.04162690166909222,0.05147923461421122,1.109219253063202,,4.097507953643799,-13.621387481689453,0.6690473556518555,0.183349609375,2.104827105998993,0.6418999205234286,0.5071924172971194,1.3584124445915222,89.41436335469598,1221.2531799316407,76.58735656738281
halfcheetah-expert-v2,12.0,expl2,12.584026805969188,7.954673894263058,0.04534108177412932,0.060736934647739105,1.159670114517212,,4.407016277313232,-10.478838920593262,0.6826971769332886,0.1959228515625,2.6089524030685425,0.6733050266630016,0.5484575908139959,1.3021966218948364,74.22575080543311,1224.2779602050782,82.76958084106445
halfcheetah-expert-v2,14.0,expl2,6.448563712052835,6.23093222354103,0.07001311270185617,0.09363663051136584,1.1520931720733643,,9.134873151779175,-13.011749744415283,0.7115040719509125,0.193603515625,4.899392127990723,0.8723167531034051,0.673402755918687,1.4029481410980225,256.16136386881226,1544.325115966797,158.29485702514648
halfcheetah-expert-v2,17.0,expl2,2.8360618713434107,0.6688729630946524,0.06355788961803199,0.09949670521415754,1.2324107885360718,,8.111741781234741,-5.572063207626343,0.6910040080547333,0.20009358723958331,3.6676279306411743,0.8280084418447586,0.6922807741557335,1.2671882510185242,139.59523616328806,1443.792614746094,95.5855884552002
halfcheetah-expert-v2,20.0,expl2,2.084975603387038,4.2965041806377275,0.15347521914186046,0.2090547206961233,1.2400765419006348,,25.395288467407227,-19.75940251350403,0.755172461271286,0.2588907877604167,10.846885681152344,1.3261026707532437,0.9886562670417334,1.439530611038208,878.2350976781836,1902.1189056396486,882.71826171875
halfcheetah-medium-replay-v2,0.05,expl2,40.81795106674862,0.47684872673180223,0.08753192053679393,0.10183600215859606,1.078621506690979,,4.441938400268555,-15.550618171691895,0.8172461986541748,0.12131754557291667,11.361529350280762,0.8948455718859805,0.6507932358021549,1.5476819276809692,736.3783852685461,914.1946090698244,643.0667114257812
